t,success,mid,pmt,pg,sub_type,hr,bank
17,13,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 09,OLAMONEY
4,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 20,OLAMONEY
16,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 17,OLAMONEY
8,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 03,OLAMONEY
3,0,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 00,OLAMONEY
4,3,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 03,OLAMONEY
10,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 02,OLAMONEY
16,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 06,OLAMONEY
6,4,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 02,OLAMONEY
17,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 17,OLAMONEY
11,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 14,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 01,OLAMONEY
5,2,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 18,OLAMONEY
11,8,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 10,OLAMONEY
5,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 07,OLAMONEY
7,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 12,OLAMONEY
5,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 09,OLAMONEY
9,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 13,OLAMONEY
14,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 08,OLAMONEY
6,4,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 08,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 22,OLAMONEY
1,1,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 22,OLAMONEY
8,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 20,OLAMONEY
9,7,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 04,OLAMONEY
8,7,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 15,OLAMONEY
3,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 19,OLAMONEY
4,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 09,OLAMONEY
1,0,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 21,OLAMONEY
14,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 02,OLAMONEY
18,11,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 08,OLAMONEY
28,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 07,OLAMONEY
10,8,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 04,OLAMONEY
1,1,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 01,OLAMONEY
4,3,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 17,OLAMONEY
15,8,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 08,OLAMONEY
17,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 14,OLAMONEY
7,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 16,OLAMONEY
5,4,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 19,OLAMONEY
8,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 05,OLAMONEY
12,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 15,OLAMONEY
2,0,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 19,OLAMONEY
9,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 03,OLAMONEY
29,19,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 07,OLAMONEY
18,9,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 11,OLAMONEY
9,4,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 01,OLAMONEY
7,4,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 15,OLAMONEY
15,11,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 16,OLAMONEY
15,12,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 16,OLAMONEY
4,4,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 20,OLAMONEY
5,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 02,OLAMONEY
9,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 17,OLAMONEY
6,2,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 15,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 23,OLAMONEY
9,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 10,OLAMONEY
9,7,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 05,OLAMONEY
7,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 01,OLAMONEY
19,10,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 05,OLAMONEY
9,7,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 13,OLAMONEY
21,15,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 11,OLAMONEY
10,5,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 11,OLAMONEY
20,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 12,OLAMONEY
15,11,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 10,OLAMONEY
22,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 12,OLAMONEY
14,11,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 17,OLAMONEY
11,2,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 18,OLAMONEY
6,4,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 18,OLAMONEY
26,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 16,OLAMONEY
5,3,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 19,OLAMONEY
5,3,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 01,OLAMONEY
11,8,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 02,OLAMONEY
8,4,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 17,OLAMONEY
2,2,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 19,OLAMONEY
7,6,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 18,OLAMONEY
12,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 05,OLAMONEY
14,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 05,OLAMONEY
10,8,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 03,OLAMONEY
11,9,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 19,OLAMONEY
6,5,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 13,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 23,OLAMONEY
14,6,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 10,OLAMONEY
8,5,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 14,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 00,OLAMONEY
3,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 21,OLAMONEY
2,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 21,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-13 00,OLAMONEY
1,1,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-14 21,OLAMONEY
1,1,drivezy,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 22,OLAMONEY
1,0,pharmeasytech,WALLET,RAZORPAY,REDIRECT_WALLET_DEBIT,2020-02-12 21,OLAMONEY
11,10,pharmeasytech,CARD,PAYU,,2020-02-14 05,RBL Bank
13,9,pharmeasytech,CARD,PAYU,,2020-02-14 06,RBL Bank
4,4,medlife_prod,CARD,TPSL,,2020-02-14 02,RBL Bank
12,6,medlife_prod,CARD,TPSL,,2020-02-14 05,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-14 07,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-14 06,RBL Bank
6,4,urbanclap,CARD,PAYTM,,2020-02-14 11,RBL Bank
9,7,pharmeasytech,CARD,PAYU,,2020-02-14 09,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 00,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-14 17,RBL Bank
5,2,pharmeasytech,CARD,PAYU,,2020-02-14 14,RBL Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 01,RBL Bank
3,2,pharmeasytech,CARD,PAYU,,2020-02-14 10,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 11,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-14 04,RBL Bank
7,5,pharmeasytech,CARD,PAYU,,2020-02-12 07,RBL Bank
11,4,urbanclap,CARD,PAYTM,,2020-02-12 08,RBL Bank
3,3,urbanclap,CARD,PAYTM,,2020-02-12 05,RBL Bank
5,1,medlife_prod,CARD,TPSL,,2020-02-12 06,RBL Bank
3,1,urbanclap,CARD,PAYTM,,2020-02-12 07,RBL Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 19,RBL Bank
2,2,purplle.com,CARD,PAYTM,,2020-02-14 17,RBL Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 16,RBL Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 15,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 15,RBL Bank
5,5,pharmeasytech,CARD,PAYU,,2020-02-13 08,RBL Bank
3,3,zivame,CARD,HDFC,,2020-02-13 08,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-13 10,RBL Bank
6,5,medlife_prod,CARD,TPSL,,2020-02-13 06,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-13 13,RBL Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 17,RBL Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 16,RBL Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-14 10,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-14 03,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 11,RBL Bank
4,4,pharmeasytech,CARD,PAYU,,2020-02-12 05,RBL Bank
6,4,medlife_prod,CARD,TPSL,,2020-02-12 02,RBL Bank
4,3,urbanclap,CARD,PAYTM,,2020-02-12 14,RBL Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 09,RBL Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 00,RBL Bank
3,2,urbanclap,CARD,PAYTM,,2020-02-14 17,RBL Bank
2,2,purplle.com,CARD,PAYTM,,2020-02-13 04,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-13 11,RBL Bank
5,5,medlife_prod,CARD,TPSL,,2020-02-13 07,RBL Bank
4,2,urbanclap,CARD,PAYTM,,2020-02-13 06,RBL Bank
3,3,urbanclap,CARD,PAYTM,,2020-02-13 17,RBL Bank
3,1,drivezy,CARD,GOCASHFREE,,2020-02-12 06,RBL Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 14,RBL Bank
3,2,pharmeasytech,CARD,PAYU,,2020-02-12 08,RBL Bank
6,5,medlife_prod,CARD,TPSL,,2020-02-13 03,RBL Bank
5,5,pharmeasytech,CARD,PAYU,,2020-02-13 03,RBL Bank
3,2,pharmeasytech,CARD,PAYU,,2020-02-13 09,RBL Bank
7,5,medlife_prod,CARD,TPSL,,2020-02-12 05,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-12 13,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 05,RBL Bank
3,2,countrydelight,CARD,PAYU,,2020-02-13 12,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 16,RBL Bank
2,2,zivame,CARD,HDFC,,2020-02-13 17,RBL Bank
3,3,medlife_prod,CARD,TPSL,,2020-02-13 15,RBL Bank
1,1,zivame,CARD,RAZORPAY,,2020-02-13 09,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 02,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 02,RBL Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-14 06,RBL Bank
2,2,zivame,CARD,HDFC,,2020-02-14 09,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 12,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-14 16,RBL Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-12 15,RBL Bank
4,4,urbanclap,CARD,PAYTM,,2020-02-13 13,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 07,RBL Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 13,RBL Bank
4,4,urbanclap,CARD,PAYTM,,2020-02-13 15,RBL Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-13 12,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 05,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-12 09,RBL Bank
1,1,zivame,CARD,RAZORPAY,,2020-02-13 06,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 14,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 18,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 02,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-13 19,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 18,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-14 08,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 09,RBL Bank
1,0,zivame,CARD,RAZORPAY,,2020-02-12 05,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-12 05,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-12 13,RBL Bank
3,2,urbanclap,CARD,PAYTM,,2020-02-14 03,RBL Bank
2,1,purplle.com,CARD,PAYTM,,2020-02-14 15,RBL Bank
7,7,pharmeasytech,CARD,PAYU,,2020-02-14 13,RBL Bank
10,6,pharmeasytech,CARD,PAYU,,2020-02-14 07,RBL Bank
4,4,urbanclap,CARD,PAYTM,,2020-02-14 07,RBL Bank
4,2,pharmeasytech,CARD,PAYU,,2020-02-14 03,RBL Bank
3,0,countrydelight,CARD,PAYU,,2020-02-14 08,RBL Bank
2,1,zivame,CARD,HDFC,,2020-02-14 13,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 08,RBL Bank
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 12,RBL Bank
11,4,medlife_prod,CARD,TPSL,,2020-02-12 04,RBL Bank
5,4,medlife_prod,CARD,TPSL,,2020-02-12 12,RBL Bank
4,2,urbanclap,CARD,PAYTM,,2020-02-12 11,RBL Bank
3,2,pharmeasytech,CARD,PAYU,,2020-02-12 04,RBL Bank
5,5,medlife_prod,CARD,TPSL,,2020-02-12 14,RBL Bank
6,4,pharmeasytech,CARD,PAYU,,2020-02-14 11,RBL Bank
3,1,fanfight,CARD,RAZORPAY,,2020-02-14 12,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-14 02,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-14 16,RBL Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-14 17,RBL Bank
2,2,fanfight,CARD,RAZORPAY,,2020-02-14 15,RBL Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 10,RBL Bank
1,1,drivezy,CARD,GOCASHFREE,,2020-02-14 13,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-14 05,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-14 15,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-14 14,RBL Bank
3,3,urbanclap,CARD,PAYTM,,2020-02-14 14,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 08,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-14 07,RBL Bank
4,3,urbanclap,CARD,PAYTM,,2020-02-13 03,RBL Bank
4,2,pharmeasytech,CARD,PAYU,,2020-02-13 05,RBL Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-13 09,RBL Bank
14,4,medlife_prod,CARD,TPSL,,2020-02-13 09,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 03,RBL Bank
8,6,medlife_prod,CARD,TPSL,,2020-02-13 04,RBL Bank
4,3,urbanclap,CARD,PAYTM,,2020-02-13 07,RBL Bank
5,4,medlife_prod,CARD,TPSL,,2020-02-13 12,RBL Bank
3,3,urbanclap,CARD,PAYTM,,2020-02-14 12,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 17,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 13,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-14 18,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-12 05,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-12 16,RBL Bank
2,1,urbanclap,CARD,PAYTM,,2020-02-12 17,RBL Bank
4,4,medlife_prod,CARD,TPSL,,2020-02-12 03,RBL Bank
2,1,drivezy,CARD,RAZORPAY,,2020-02-12 15,RBL Bank
3,2,urbanclap,CARD,PAYTM,,2020-02-13 05,RBL Bank
4,4,pharmeasytech,CARD,PAYU,,2020-02-13 12,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 10,RBL Bank
3,3,zivame,CARD,HDFC,,2020-02-13 18,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-13 14,RBL Bank
5,5,pharmeasytech,CARD,PAYU,,2020-02-12 11,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 13,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 02,RBL Bank
2,1,pharmeasytech,CARD,PAYU,,2020-02-12 16,RBL Bank
3,3,medlife_prod,CARD,TPSL,,2020-02-12 15,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 12,RBL Bank
4,1,urbanclap,CARD,PAYTM,,2020-02-13 10,RBL Bank
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 12,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-13 17,RBL Bank
5,4,urbanclap,CARD,PAYTM,,2020-02-13 18,RBL Bank
2,2,pharmeasytech,CARD,PAYU,,2020-02-12 09,RBL Bank
2,1,countrydelight,CARD,PAYU,,2020-02-12 10,RBL Bank
1,0,fanfight,CARD,PAYTM,,2020-02-12 21,RBL Bank
5,5,pharmeasytech,CARD,PAYU,,2020-02-13 06,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-13 07,RBL Bank
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 16,RBL Bank
1,0,zivame,CARD,HDFC,,2020-02-13 09,RBL Bank
2,1,purplle.com,CARD,PAYTM,,2020-02-13 18,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-12 06,RBL Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 12,RBL Bank
1,0,medlife_prod,CARD,TPSL,,2020-02-14 11,RBL Bank
2,1,zivame,CARD,HDFC,,2020-02-14 08,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-14 22,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 16,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-14 09,RBL Bank
1,0,countrydelight,CARD,PAYU,,2020-02-14 16,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-12 04,RBL Bank
2,2,urbanclap,CARD,PAYTM,,2020-02-14 02,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-14 12,RBL Bank
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 04,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-14 16,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-14 14,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 03,RBL Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-13 02,RBL Bank
1,1,zivame,CARD,RAZORPAY,,2020-02-13 05,RBL Bank
3,3,pharmeasytech,CARD,PAYU,,2020-02-13 07,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-13 08,RBL Bank
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 17,RBL Bank
2,2,countrydelight,CARD,PAYU,,2020-02-13 05,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-13 03,RBL Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 13,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 17,RBL Bank
5,4,medlife_prod,CARD,TPSL,,2020-02-14 07,RBL Bank
14,9,medlife_prod,CARD,TPSL,,2020-02-14 04,RBL Bank
4,3,pharmeasytech,CARD,PAYU,,2020-02-14 12,RBL Bank
3,2,urbanclap,CARD,PAYTM,,2020-02-14 05,RBL Bank
4,4,urbanclap,CARD,PAYTM,,2020-02-14 09,RBL Bank
3,3,countrydelight,CARD,PAYU,,2020-02-14 06,RBL Bank
4,4,countrydelight,CARD,PAYU,,2020-02-14 11,RBL Bank
1,0,fanfight,CARD,RAZORPAY,,2020-02-14 03,RBL Bank
7,3,pharmeasytech,CARD,PAYU,,2020-02-12 10,RBL Bank
3,3,pharmeasytech,CARD,PAYU,,2020-02-12 02,RBL Bank
4,3,urbanclap,CARD,PAYTM,,2020-02-12 09,RBL Bank
1,1,urbanclap,CARD,PAYTM,,2020-02-12 19,RBL Bank
1,1,medlife_prod,CARD,TPSL,,2020-02-12 16,RBL Bank
2,1,urbanclap,CARD,PAYTM,,2020-02-12 16,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-12 15,RBL Bank
7,3,medlife_prod,CARD,TPSL,,2020-02-14 10,RBL Bank
1,1,zivame,CARD,HDFC,,2020-02-14 04,RBL Bank
4,1,pharmeasytech,CARD,PAYU,,2020-02-14 08,RBL Bank
8,8,urbanclap,CARD,PAYTM,,2020-02-14 04,RBL Bank
5,5,pharmeasytech,CARD,PAYU,,2020-02-14 04,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-14 09,RBL Bank
4,2,urbanclap,CARD,PAYTM,,2020-02-14 16,RBL Bank
3,3,zivame,CARD,HDFC,,2020-02-14 17,RBL Bank
2,0,pharmeasytech,CARD,PAYU,,2020-02-14 02,RBL Bank
6,5,urbanclap,CARD,PAYTM,,2020-02-14 08,RBL Bank
2,1,urbanclap,CARD,PAYTM,,2020-02-14 21,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-14 12,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-14 14,RBL Bank
9,8,medlife_prod,CARD,TPSL,,2020-02-13 05,RBL Bank
8,5,urbanclap,CARD,PAYTM,,2020-02-13 04,RBL Bank
10,9,pharmeasytech,CARD,PAYU,,2020-02-13 10,RBL Bank
6,5,urbanclap,CARD,PAYTM,,2020-02-13 11,RBL Bank
3,3,pharmeasytech,CARD,PAYU,,2020-02-13 02,RBL Bank
3,2,zivame,CARD,HDFC,,2020-02-13 06,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 09,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 06,RBL Bank
3,2,purplle.com,CARD,PAYTM,,2020-02-13 17,RBL Bank
3,3,pharmeasytech,CARD,PAYU,,2020-02-13 15,RBL Bank
4,1,urbanclap,CARD,PAYTM,,2020-02-14 13,RBL Bank
3,3,urbanclap,CARD,PAYTM,,2020-02-12 02,RBL Bank
7,7,medlife_prod,CARD,TPSL,,2020-02-12 07,RBL Bank
3,3,urbanclap,CARD,PAYTM,,2020-02-12 10,RBL Bank
5,5,urbanclap,CARD,PAYTM,,2020-02-12 06,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 07,RBL Bank
3,1,fanfight,CARD,RAZORPAY,,2020-02-12 15,RBL Bank
1,0,urbanclap,CARD,PAYTM,,2020-02-12 13,RBL Bank
5,3,pharmeasytech,CARD,PAYU,,2020-02-12 06,RBL Bank
2,0,drivezy,CARD,RAZORPAY,,2020-02-12 13,RBL Bank
2,1,countrydelight,CARD,PAYU,,2020-02-12 15,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-14 08,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-14 22,RBL Bank
8,5,urbanclap,CARD,PAYTM,,2020-02-13 08,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-13 06,RBL Bank
6,6,pharmeasytech,CARD,PAYU,,2020-02-13 04,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 09,RBL Bank
3,0,drivezy,CARD,GOCASHFREE,,2020-02-13 15,RBL Bank
1,1,countrydelight,CARD,PAYU,,2020-02-12 00,RBL Bank
2,2,medlife_prod,CARD,TPSL,,2020-02-12 10,RBL Bank
1,1,purplle.com,CARD,PAYTM,,2020-02-13 08,RBL Bank
1,1,drivezy,CARD,RAZORPAY,,2020-02-12 12,RBL Bank
1,1,pharmeasytech,CARD,PAYU,,2020-02-12 00,RBL Bank
